movie,sentence,score
루카,지금껏  본  애니중에 최고입니다 .2번째보는중입니다 영상미도 좋습니다!2탄이 나았으면 좋겠어요. ,10
워스, 911 테러와 같이 우리나라에서도 엄청난 일들이 여러 번 겪어 유족들의 얘기에 자연스럽게 이입하여 같이 슬퍼졌다. 내 마음은 슬펐으나 생명의 가치를 논할 때 내 머리는 이해를 해서 나는 착잡했다.  911 테러로 소중한 사람을 잃거나 다친 사람들의 이야기와 그렇지 않은 사람들 그리고 무정한 현실의 셈법을 영화 한 편에 다 담기에는 벅차보였다. ,7
동급생,BL 좋아하면 꼭 봐라 진짜 봐 보세요 ,10
방법: 재차의,무섭거나 놀라지는 않았지만 영상미가 좋았어요! ,9
더 수어사이드 스쿼드,영화가 1편보다 잘만들었습니다. 문제는 너무 캐릭터들 죽여서 걱정이네요 ,10
모가디슈,간만에 재밌는영화 킬링타임용으로 제격 ,10
분노의 질주: 더 얼티메이트,여태까지 번 시리즈중에 제일 재미 없었음..개연성도 액션도 너무 과함..진짜 이번화 개망작 ,1
에이리언: 커버넌트,시대의 수작.SF 스릴러의 대명사. ,10
모가디슈,너무 재미있게 봤어요!!! 짱 ,10
사라진 시간,술 아예 못 마시는 사람이술 마시게 만드는 영화 ,10
모가디슈,차타고 조용히 집에가는데 잘도착했는게 이렇게  행복할줄이야. ,8
더 수어사이드 스쿼드,영화보다 졸려서 죽는줄알앗네요;;1편을 이렇게 망칠수 있나 싶음 ,4
프로메테우스,SF 스릴러의 수작. 두고두고 볼수록 깊이가 느껴지는 작품. ,10
모가디슈,나름..연기자들이 살린듯..스토리는 예상가능했고..여튼 그래도 재미는 있네여.. ,8
오아시스,"편견의 무서움을 느꼈다. 나또한 안 그럴려고 하지만 그렇게 살고있는건 아닌지..이 영화에 설경구, 문소리 배우는 연기가 아닌 실제 그사람들이었고 따뜻했고 미안했다. ",10
블랙 위도우,진짜 ost 나오면서 나왔던장면이 레전드 ,10
더 수어사이드 스쿼드,블랙위도우가 더 볼만하다.언더우먼이 더 볼만하다. ,2
더 수어사이드 스쿼드,1보다 확실히 재밌음 액션 좋고 연기 좋음 잔인한거 싫어하시면 보지마세요 ,10
빽 투 더 퓨쳐,꿀잼임 초반에 이게 뭐야?? 이러다가 하나에 사건부터 개꿀잼됨 ,10
그린 나이트,연출과 음악이 특히나 인상적이였던 영화! ,10
블랙핑크 더 무비,"영화가 끝난 지금도 가슴이 벅차오른다. 더쇼 못봐서 아쉬웠는데, 더쇼랑 서울콘서트 교차편집한거 진짜 대박이고. 큰 화면, 큰 소리와 함께 4DX로 진동까지 같이 느껴서 진짜 콘서트 다녀온 느낌이다. 마침 딱 오늘이 블랙핑크 5주년이라서 더 뜻깊다 :) BLACKPINK IN MY AREA ",10
히트맨,갠적으론 극한직업보다 더 재밌어요간만에 배꼽 빠지게 봤네요 ,8
모가디슈,연기력도좋았고  재미와 감동 슬픔 안타까움이 모두있었다!  돈안아까운영화임! ,10
모가디슈,코로나 시국이 아니었다면 훨씬 더 많은 관객수와 흥행했을 영화인데.. 아쉽네요 너무 재미있게 봤어요!!! ,10
모가디슈,넘잼나요 또 보러갈꺼에요짱 ,10
모가디슈,초반에 지루함을 더할수있으나 스토리 전달을 위해 필요한연출로 이해할수있었음중후반부로 갈수록 역시 이름값하는 연기자들의 연기력과 사심과 팬심이지만 오랫만에 스크린에서 만난 조인성씨는 완벽했다 ,10
정글 크루즈,너무 기대해서 그런가 생각보다 별로.. ,5
모가디슈,외유내강 믿고볼수있음 ,10
스파이의 아내,"피해자의 얼굴이 아닌, 가해자의 거울로 바라본 일본 군국주의의 부끄러운 자화상 ",7
블랙핑크 더 무비,블랙핑크 더 무비를 보고 블랙핑크가 더 좋아졌어요!! 내가 왜 팬이 됐는지 알 수 있었던 영화♡ 보고나니 행복하네요 ,10
늑대소년,이런영화가 10년전라니 ㅠㅠ 비슷한영화 제작 많이 되었르면 ,10
모가디슈,잼나요재미용 핵잼 핵꿀잼 ,10
모가디슈,간만에 제대로 된 영화보고 왔어요 ,10
모가디슈,갑자스러운 신파와 액션의 연결이 아쉽다그럼에도 정상급 배우들의 연기는 볼만했다. ,7
미스트,살짝 허탈한 결말을 감안하더라도 역대 Top 10 괴수물에 반드시 포함되어야 할 영화! 긴장감이 압권임!! ,10
아이스 로드,리암니슨이란 대배우 말고 다른 배우 쓰고 그 제작비로 영화에 더 투자했으면 A급 영화가 됐을거 같음 ,7
더 수어사이드 스쿼드,제임스건 특유의 연출 진짜 끝내주네요 ,9
더 수어사이드 스쿼드,이게 실화였다니 믿을수 가 없네요 ㄷㄷㄷ 양키놈들 ㄷㄷㄷ ,10
모가디슈,리뷰첨남겨봅니다! 다만악도 엄청 재미있게 봤는데 비슷한 느낌으로 긴장의 끈을 놓을수 없음.. 두시간 러닝타임이 순삭 !! 강추해요 ,10
모가디슈,오랜만에 재밌는 영화를 봤습니다! ,10
모가디슈,긴장감에 한시도 딴짓을하지못할만큼 집중도최고임 ,10
랑종,특유의 불쾌함과 찝찝함 .. 난 개인적으로 정말 만족하고 나왔다 ,10
조커,최고의 연기력.더 이상의 조커는 없다. ,10
방법: 재차의,몰입되어 전혀 지루하지 않고 봤습니다. 굿 ,9
모가디슈,북한 미화영화!~~ 너잼 ,2
쌍화점,정말 30대엔 그져 야하다고만 느꼈는데.40대가되어 다시보니 너무 감동적이다.어느것하나 버릴것이 없고 이성애자이지만 동성 이성을떠나 그들만의 입장과 감정들이 너무 절절하고 왕의 죽이라는 명령만없었다면.. 그리고 진정으로 사랑한다면 놓아주었어야할 사랑이 비극으로 치닷는게 너무 안타까웠다.명작이다. ,10
그린 북,지금까지본 영화중 최고 ,10
나비 효과,한때 나를 울렸던 Life is Strange. 그러한 나비효과의 원조라고 느껴지는 영화를 어릴때 한창 유명할 때 안보고 이제야 봤다. 인간의 마음에 자리 잡고 있는 과거로 시간돌리는 이야기를 잘담아 정말 잘만들었다. Life is strange 보다 오히려 늦게 보아서 좋았다. ,10
모가디슈,"2시간의 러닝타임이 너무나 짧게 느껴진 최초의 한국영화. 몰입감과 빠른 전개, 치밀한 연출, 우리나라 액션영화중 감히 최고라고 얘기하고 싶네요. 특히, 조인성이란 배우를 새로 보게 됐어요. 멋진 사람** ",10
더 수어사이드 스쿼드,"간만에 시간 가는줄 모르게 봤다.캐릭터 한명 한명이 개성이 넘쳐 재밌다.D.C영화도 다크나이트, 조커 이후로 하면 된다는 것을 보았다.그런데 평점 1점 테러 박은 넘들은 영화 제대로 보긴 한거냐?? ",10
더 수어사이드 스쿼드,노잼 매우 노잼이다ㄹㅇ 비추 ,4
분노의 질주: 더 얼티메이트,다음 시리즈 목빠지게 기다겠습니다. ,10
바람의 검심 최종장: 더 비기닝,"사극 감독이 만들어서 그런지 시대극 분위기 제대로 연출함. 솔직히 팬심으로 실사 영화 시리즈 봤지, 영화 자체만 놓고 보면 별로라고 생각했는데 비기닝은 시리즈 중 가장 수작일 뿐 아니라 근래 나온 일본 영화 중에서도 잘 만든 편.원작뿐만 아니라 대하드라마 신선조, 추억편 OVA에 대한 오마쥬도 자연스렇게 들어가면서도 독자적 해석과 연출도 과하지 않고 적절해서 감독이 이 편을 본인 필모 중 최고 명작이었던 료마전 급으로 뽑아내려고 작정했단 느낌이 들었다.일본 막말 시대물 마니아, 원작팬, 배경지식 제로베이스의 관객까지 모두 만족시킬 만하게 잘 만듦. 캐스팅도 거를 타선이 하나 없음. + 아리무라 카스미는 순둥하고 둥글둥글한 인상이라 원작의 도모에 캐릭터의 쿨뷰티 이미지랑은 안 맞는 미스 캐스팅 아닐까 싶었는데 보고나면 도모에역 배우의 아련한 분위기가 가장 기억에 남음. ",10
모가디슈,오랜만에 재밌게 본 영화 연기 최고 ,9
초콜릿,수채화 같은 영상에 프랑스 마을을 한껏 느꼈어요 내용과 배우들 다 좋았어요 조니 댑 눈빛..달콤한 영화예요 ,10
행복한 라짜로,종교적 소재와 철학적 의미를 투영시켰지만 현실적인 내용만을 여과없이 그대로 보여준다. 현대적 해석으로 감동과 재미를 중점으로 삼은.. 이 작품을 만든 감독은 천재다! ,10
나만 보이니,별 반도 아까움 살다살다 영화보다 화난건 처음노잼내용이 없음 ,1
시,시를 쓰려면 잘 봐야한다길래.. ,10
더 수어사이드 스쿼드,간만에 나온 잘만든 DC 영화 믿고 마음 편하게 관람하면 됩니다. ,10
모가디슈,"소말리아 , 남한, 북한 각국의 아이들의 시선 교차 장면이 잊혀지지않네요 오랜만에 시간 가는 줄 모르는 몰입감이었습니다 ",10
분노의 질주: 더 얼티메이트,믿고보는 시리즈. 하지만 전작들 내용이 잘생각이 안나는... 근데 여기나온 사람들은 어벤져스 보다 피도 안흘리고 죽지도 않고 금강불괴들이네. ,8
모가디슈,잘생겼다 스토리짱 이 두단어로 설명가능 ,10
더 수어사이드 스쿼드,할리퀸만 보이네 할리퀸정도 클라스는 조커아니면 만나기도 힘들듯 ,8
그린 나이트,신비로운 압도감ㄷㄷ 볼까 말까 했는데 보길 잘한 듯 ,9
더 수어사이드 스쿼드,개쩌는 캐릭터들이 감각적인 감독을 만났을때 ,10
블랙 위도우,영화를 보는 내내 심장이 멎을 것 같았다 ,10
모가디슈,몰입도 최고… 오랜만에 좋은 영화봤어요 ,10
모가디슈,오랜만에 보는 한국 영화 그리웠다 재미있었다한국에 산다는건 행복한거다 ,10
비밀의 정원,담담하게 표현했지만 끝나지 않는 드라마 ,9
모가디슈,정말 너무 재밌었고 감동도 있었습니다..♡ ,10
모가디슈,진짜 개개가가가ㅏ개재밋어서 강추  오랜만에 넘 재밋는 영화 ㅠㅠㅠㅠ ,10
더 그레이트 샤크,ㅁㅊ OOO기 영화 영화도 아님 이건 ,1
모가디슈, 코로나 터지고 영화관을 자주 안 갔어서 간만에 영화관에 가게 된 거라 많이 기대하고 봤는데 너무 재밌게 봤습니다~ 정만식 배우님 나온다고 하시길래 봤는데 스토리가 감동도 있고 흥미진진해서 좋네요! 실화 기반이라 그런지 더욱 몰입해서 볼 수 있었던 것 같아요 ,10
클로버필드 10번지,와 뭐냐 이 긴장감은….. ,10
모가디슈,현장의 생생함을 느끼려면 극장에서 보길 강추합니다 시간 순삭 ,10
양지의 그녀,끝까지 넘 좋았어요. 냥이 키우고 싶어지네요 ,10
광대: 소리꾼 감독판,"솔직히 판소리라는 주제의 영화에 대해 기대하지 않고 보았는데, 이런 영화가 많이 만들어진다면 세계 속의 한국을 알리는데 충분하겠다는 생각이 들었네요! 감독님, 배우님들 모두 최고~!! ",10
그린 나이트,중후한 이야기네여.. 영상미는 말할 것도 없고.. ,9
소울,자기 인생의 꿈을 맹목적으로 쫓지말고 주변을 둘러보며 사소한 즐거움을 느끼고 살아라 라고 속편한 소리만 하는 영화. 누구는 즐기고 싶지 않을까.. 그걸 허용하지 않는 사회와 세상인데ㅎ긍정적인 리뷰만 보고 봤다가 실망할수도 있음. 뭐 재즈나 죽음과 탄생에 대한 창의적인 생각은 역시 픽사 스러움 정말 잘만들었다 ,7
모가디슈,배우 연기력 믿고볼만합니다~!!아무생각없이 갔다가 꽤 재밌게보고왔어요 실화라고하는데 실화가 영화급!!돈 아깝지않아요~!!코로나만 아니여도 꽤관객수 많을텐데 아쉽참고로 제가볼땐 만석이였어요~~vip관이라...그래도 만석은 근래 첨봄 ,10
더 수어사이드 스쿼드,심각하지 않고 고정관념을 깬다 ,10
정도,없음 아는외국인이나오지 않았으면 봤을까 ,2
"나는 내일, 어제의 너와 만난다",상대의 처음이 나의 마지막이라니 ㅠㅠ ,10
말할 수 없는 비밀,왜.. 아무도 혼자 남은 아빠는 언급 안함..? 나만 좀 슬픈가.. ,8
더 수어사이드 스쿼드,마고로비 개예뻐요 하 재미써 ,10
모가디슈,웰메이드. 놓치는거 하나없는 영화...찍으면서 다들 고생많이하셨겠어요. ㅠㅠ관람하고 기운 많이 받고 나섭니다. ,10
인턴,너무 따뜻하고 .. 위로되고..힐링되고..정말 너무좋네요.. 여러번 울컥하더라구요 ㅠㅠ ..연기도 최고에요! ,10
형,내가 감동적인 영화 좋아하는데.. 이 영화는 너무 뻔하고 오버스럽다 ,4
정글 크루즈,보기 전엔 시리즈화 했으면 좋겠다 싶었는데 보고 나니 단편으로 끝날 것 같아서 다행이다 싶은 영화. 드웨인존슨과 마동석은 캐릭터 낭비를 그만할 필요가 있다 ,1
모가디슈,뭔가 느낌이있는 영화 조인성님 대박웃김♡ ,10
내가 살인범이다,마지막 장면밖에 못봤다 나중에 다시봐야지 ,10
모가디슈,역겨운 북한 미화 영화. 올바른 안보를 가진 사람이라면 보는 내내 불쾌할 수 밖에 없음. 억지 감동도 진짜 역겨움 ,1
특수부대 전랑2,액션은 그럭저럭인데 지나친 람보 연출과 국뽕이 마이너스 ,6
장난스런 키스,서브남 개아까움.. 여주 사겨줄거 아니면서 대놓고 어장관리하거 서브남 진심으로 대하는데 그냥 남주만 보느라 정신을 못 차림;; 제일 불쌍 ,6
모가디슈,진짜 이거 재밌다는 알바생들 양심있냐? ,2
너의 결혼식,그래 사랑은 타이밍이지 ,9
모가디슈,넘  재미있게 잘 보았네요. ,10
그린 나이트,"A24,소지섭 믿고 봤는데 후회는 없다 ",10
방법: 재차의,중간에 화장실을 다녀와도 아무 문제 없다. 후기 끝. ,2
더 수어사이드 스쿼드,재미있다~ 하면서 개졸리고 지루하고 갑자기 흐르는 전개방식.. ㅋㅋ 그냥 저냥 볼만함 ㅋㅋDC와 마블의 차이점이 확 들어남 ㅋㅋ 그래도 1편보다는 나음 .. ,4
정도,보다가 헨리인가 싶어서 검색해보니 헐 헨리??. 중국어도 할 줄 알았나?? 언제 쭝궈영화 찍었대 대박ㅋㅋㅋ ,8
더 수어사이드 스쿼드,이 영화의 승자는 족제비다 ,10
마이너리티 리포트,다시 봐도 멋진 영화 ,10
더 수어사이드 스쿼드,모든 캐릭터들이 특색있고 또 그만큼 비중도 있음특히 피스메이커는 예고편에서 거시기 드립칠때만 해도 존나 별로였는데 후반 가서는 닉값 제대로 하면서 가장 인상적인 캐릭터가 됐고군인은 전편에 비하면 다시 태어난 수준딸가진 명사수 흑인 리더도 훨씬 나아지고같은 괴물인 악어랑 상어는 솔직히 비교도 안 됨국장도 훨씬 표독스러워 지고쥐소녀도 괜찮음알록달록한 친구가 좀 애매하긴 한데 캐릭터가 특색이 없는 건 아님할리퀸은 우리가 기대하는 할리퀸 그 자체 ,10
콰이어트 플레이스,알바생들 열일하네ㅋㅋ 딱 4점짜리다 평점 맞춰주려고 1점 준다 ,1
모가디슈,와 사도 이후로 이렇게 재밌는 영화는 처음입니다. 배우 한명한명 다 연기 구멍이 없어서 너무 좋았고 내전이라는 소말리아의 상황이 꼭 남북을 떠올리게 한다. 소말리아에 현재까지도 내전이 진행되고 있다는점이 오늘 내가 본 영화가 허구가 아니라는것을 더욱 와닿게 하였습니다. 어린아이들 조차 웃으며 총을 쏘는 모습이 너무나도 충격적이고 기억에 남는다. 전에 읽었던 책에서 아프리카의 수많은 아이들은 어렸을때부터 마약에 중독되어 살아간다는데 총을 든 아이들이 마치 책에서 묘사된 아이들처럼 꼭 약에 취한듯한 웃음을 보여줘 소름이 끼쳤다. 그리고 마지막에 남북 대사관의 차가 양쪽으로 갈라지는 연출 너무나도 최고였습니다. 부디 이 영화를 안본 사람이 없게 해주세요. ,10
더 수어사이드 스쿼드,난잡함 그 자체. 툭툭 끊킴. 영상미는 보통이상. 스토리가 중구난방 ,6
누구의 딸도 아닌 해원,흔한 홍상수영화인데 여주인공의 연기력이 좀 어색함 ,5
더 수어사이드 스쿼드,성인용 영화라는 것을 보여주기위해 잔인한 장면들이 꽤 나온다. 뻔하지 않도록 반전에 반전을 더했다. 정와 사회적 분열과 부익부빈익빈이  심각해진  미국의 모습을 비유 및 풍자하는 느낌도 든다. 평화를 지키려는 미국(?)  대표 악당들이 뭉쳐 그들만의 방식대로 정의를(?) 이루는 영화로 일반적인 히어로물에서 탈피하려는 모습이 엿보였다.그리고 역시 할리 퀸이다. 왠지 크루엘라가 생각난다. 유쾌한 할리 퀸의 존재감과 영향력이 큰 영화같다. ,9
모가디슈,이번년도 인생 최애영화 만들어주셔서 배우 감독님 감사해요! ,10
더 수어사이드 스쿼드,뚱이가 세상을 지배한다아아앙!!!! ,10
모가디슈,답답하고 지친 일상에 모처럼 즐거운 시간 보내고 왔네요. 억지스럽지 않았던 엔딩이 감명깊었습니다. 배우들 연기는 진짜 모두 최고! 좋은 영화 만들어주셔서 감사합니다. ^^♡ ,10
마마,"처음부터 끝까지 신파극인데 뜬금없이 거기에 반대되는 마지막 전개... 남자 주인공은 회상을 통해서 뭐 중요한 키포인트라도 찾는줄 알았으나 그런거 없음 존재감X, 귀신 비주얼은 최상급(그러니 기예르모 델 토로가 제작비 지원해줬겠지..) 이지만 그거밖에 없다. 처음부터 끝까지 신파극이였으면 그래도 깔끔했다고 했을텐데 마지막은 꽤나 엽기적임ㅋㅋ ",2
모가디슈,잼있어요  억지감동도있었지만 볼만했어요 ,10
모가디슈,몰입력 최고 너무 재밌었어요 오랜만에 재밌는 영화 보고왔네요 ,10
경축! 우리 사랑,끝에 모두 평화롭고 행복하면 된거지 뭐 ,10
남한산성,삶에 대한 절실한 통찰이 빛나는 작품. 존재를 구성하는 모든 겉옷을 벗어버리고 생생한 알몸으로 영혼의 가치를 끄집어냈다. ,10
클로버필드 패러독스,영화내내 신경쓰이는 것. 장쯔이는 중국어로 말하고 다른 배우들은 영어로 말한다. 통역없이 서로의 언어로 말하면서 알아듣는다….영어를 못하고 중국어를 몰라도 적어도 두 언어가 다른건 알겠던데…사람을 바보로 아는건가….스토리도 충분히 예상이 가능해서 긴장감이 없다. 넷플릭스는 점점 이런 용두사미식 구성의 컨텐츠가 늘어나는것 같아서 요즘은 넷플릭스의 새로운 작품을 보기가 꺼려지고 검증된 작품들만 보게된다 ,2
더 수어사이드 스쿼드,아 정말 전작보고 실망하신분들 이번 영화보면 제대로 눈정화(?)됩니다. 제대로 약빨고 만든 영화였네요^^ ,10
남매의 여름밤,이 여름과 잘 어울리는 영화였습니다 옥주의 눈물이 가장 기억에 많이 남을 것 같습니다 ,10
정글 크루즈,개연성이 부족하고 억지 설정. 악역의 조잡한 퇴장. 이중성의 여주. 노잼 ,2
모가디슈,탈출하는 다큐멘터리 그이상그이하도 아님 ,2
그린 나이트,육중한 스토리를 적당히 난해하게 풀었다. 신화였지만 인간이었고 영상은 광활했기에 즐기면서 보았습니다. ,9
모가디슈,올해 본 영화 중에 젤 재밌었다 ,10
그린 나이트,신비롭고 아름다운 영화라고 말하고 싶어요 ,9
인천스텔라,유치해죽것네시간아깝다 ,2
꿀벌 하치의 대모험,어릴 때 보고 몇 년 지나고 나서 다시 보니까 새로운 느낌… 찾다가 자막 버전이 없어서 원어 무자막 버전으로 봤는데 무슨 말인지 몰라도 그 분위기가 생생하게 와닿아서 너무 슬프고 따뜻했음 ㅠㅠ 색감도 예쁘게 너무 잘 썼고 개인적으로 정말 애정하는 영화 (´ ▽｀).。ｏ♡ ,10
아무도 없는 곳,평양냉면 같은 영화. 먹는 사람에 따라 맛이 다름. 저는 생각하게 해줘서 맛있게 먹고 가요. ,8
모가디슈,모가디슈 영화를 봤는데 재미있어요 조인성배우 연기도 잘하고 잘생겼어요? ,10
반도,존잼탱리입니다요옹하하하 ,10
모가디슈,생존영화. 남북관계는 그냥 배경일뿐. 재밌더라. 마지막 부분이 다 된 밥에 재뿌릴까봐 젤 긴장됨. ,10
더 수어사이드 스쿼드,노잼  … 뭘보고 이렇게 평들이 좋은지 친구들도 노잼이라하는데… 중간에 보다가 나오고 싶엇음   1이 더나은듯 ,4
그녀를 믿지 마세요,시간이 가는줄모르고 봤습니다…. ,10
콰이어트 플레이스 2,1편으로 끝냈어야할 영화.. ,1
더 수어사이드 스쿼드,신선한데 신박하지 않아서 좀 아쉽네. 그루트 같은 캐릭터 만드는게 쉽지 않은듯 ,6
반드시 잡는다,너무 재밌어요!!! 연기 너무 잘하세요 두분!!! ,10
오케이 마담,레알 재밋네요.엄정화씨 박성웅 배정남씨 너무 재밋어요 ,10
사이다처럼 말이 톡톡 솟아올라,청춘의 여름. 17자로 표현하는 하이쿠.수줍은 고백의 시작.너를 좋아하는 마음이사이다처럼 말이 톡톡 솟아올라 ,10
모가디슈,그냥 남북평화 이런 빨갱이 영화 좌파 대깨문들이 좋아할듯 ,1
구르믈 버서난 달처럼,"재밌는데 누가 백성현 연기 못한다고 해서 봤는데 연기 엄청 잘하던데.. 누가 차승원 치아만 보인다고 해서 봤는데 ㅋㅋㅋㅋ (쫌 인정 ㅋㅋ) 근데 치아에 집중 안돼는데 역시 황정민이다 연기 개 잘해 역시 차승원 멋지네 ㅋㅋㅋㅋ 영화 넘넘 재밌음..ㅜㅜ 누가 옳고 그름이 없고, 그냥 저 시대에 산게 죄인거같음,, 임금이나 서인이나 동인이나 다 똑같음.. 하나같이 자기 실리만 생각하쥬.. 죽어나가는건 백성 ㅎㅎㅎㅎ 하튼 재밌어음.. 평점이 6점대라 기대 안했는데.. 아깝네요 대박 왜 안났쥬? ",10
미드나이트,"난....이런설정의 영화를보면 이해할수가 없다...철거지역이고 여자들이 다니기무섭고 어두운 골목길이나 외진곳을 왜 꾸역이남아서 험한꼴 당하는지 제발 이사좀 가라 제발쫌....서울이 뭐라고 서울떠나면 죽는것도 아닌데 왜 굳이 미련도 못버리고 험한동네  위험한 동네에 남아서 주차는 더럽게 멀리가서 하고OO이네....영화는 처음부터 끝까지 고구마고 상황상황마다 씨발 욕나오게 만들고 .... 이영화 찍은 감독영화는 진짜 다시안볼꺼임 시간더럽게 아깝네  하....씨발 성격만 더 더러워지고 공짜로 보여줘도 시간아까워서 보기싫을정도임, 권오승씨 다시는 영화찍지마세요 배우들 시간뺏지맙시다 ",1
007 스카이폴,M의 죽음이 어이없지도 과장되지도 않게 묵묵히 잘그림. ,10
모가디슈,"신파극까지 않는 감정선, 스릴 넘치는 탈출, ",10
더 수어사이드 스쿼드,예??? 알바가 많은걸로.... ,1
모가디슈,역시 조인성이다. 눈을 뗄 수 없는 멋짐 ,10
모가디슈,오랜만에 정말 재밌게 본 영화 ,10
모가디슈,오랜만에 몰입감높은 한국영화 개봉했네요무조건 극장에서 보는걸 추천합니다. ,9
발신제한,기억에 남는건 제네시스뿐.. 한시간반 광고본듯 ,2
모가디슈,오랜만에 극장에서 영화다운 영화를 봤네요.. 응원합니다!! 얼른 코로나가 종식되길 ㅜㅜ ,10
더 수어사이드 스쿼드,일단 감독 작가 제작자 줄빠따 맞고시작하자.또 닦냐? 닦기영화 전문이야?알바 풀어서 평점 올리지 마라 ,1
모가디슈,기대보다 별로가 아닌 그냥 별로 ,5
엣지 오브 투모로우,진짜 헐리웃 영화를 보고싶은 사람들한테 추천 ,10
걸스 오브 막시,감동적인 여성들의 하이틴! ,10
어바웃 타임,인생 최고의 로맨스영화 ,10
인디펜던스 데이: 리써전스,개같은 짱개들 많이 나와서 걸렀음 ,2
발신제한,한마디로 굿입니다. 제목이 발신제한이어 걍 전화 발신하다 받아 말아 유괴?사건인가 하다 또 실화?를 바탕으로 또 생각하게 하는..넘 잘봤습니다. ,10
모가디슈,"곧 출산을 앞둔 임산부예요. 코로나로 고민하다가 용기내 영화관 찾았는데, 후회없는 시간이였네요!  오랜만에 집중해서  정말 재밌게 본 영화예요! 약간 졸린 상태로 영화관 가서 걱정했는데 졸 틈도 없이 영화가 끝나 있었네요!! 코로나로 여러가지 제한 적인게 많은 일상생활이지만,  얼마만의 영화관을 찾았는지 설레고 영화까지 재밌으니 더욱더  즐거운 시간이였어요.조심조심 하면서 즐겁게 볼수 있는 영화 같아요! 추천합니다 ",10
분노의 질주: 더 얼티메이트,전작들 욕먹일정도로 개연성도 없고 개노잼 ,2
광주비디오: 사라진 4시간,좌파들의 선동용 '영화'가 아닌 '쓰레기' ,1
그린 나이트,큰 기대는 안했는데 새로워서 만족! ,9
블랙 위도우,아무리 액션영화라지만 이건뭐... 재미도없고 감동도없고... 스토리좀 잘 짜지 돈 많이들여서 이게뭐람 ,2
모가디슈,"전쟁의 무서움, 소년병에 대한 실태, 서로다른체제속에 살아가는 남북한의 괴리, 소말리아 내전당시의 모습 등을 담아주어서 역사적으로도 뜻깊은 영화가 되었던것같습니다. 또, 영화상영내내 스릴감이 넘쳐흘렀던지라 더더욱 영화에 집중하고 보게되었습니다.역사에 관심이 많으시거나 아니면 스릴감넘치는 영화를 좋아하신다면 이 영화를 추천드립니다. ㅎㅎ ",9
모가디슈,근래에 가장 돈 아깝지 않은 영화였다.코로나가 아니였으면 천만도 가능했을 것 같다. ,10
더 수어사이드 스쿼드,조커는 살고 나머지는 반복되는 DC의 자살 ,2
하이큐!! 땅 VS 하늘,46분 런닝타임... 실화냐.. ,1
모가디슈,영화 보는 내내 드는 생각들. 손익분기점 높겠다... 제작비 정말 많이 들었겠다... 국내도 아니고 해외인데 정말 찍기 힘들었겠다... 그만큼 연출이나 전체적인 분위기는 놀라웠던 영화였지만 극중 내내 부족했던 2%가 영화가 끝날때까지 채워지지 않는 느낌이라 아쉬웠다. ,8
메기,영화가 가벼운 분위기로 연출되고 여러 에피소드를 풀어내서 그런지 무슨 말을 하고 싶은지 이해가 안되어서 꺼버렸습니다 ,2
쓰리 빌보드,스토리와 영상이 좋다. ,8
모가디슈,굿굿  가볍게 보기 좋음~~ ,10
쓰리 데이즈,오랜만에 쫄깃하게 본 영화일반인이 계획하고 실행하는거라 공감이 가서 더 몰입하고 보게 된 것 같다 ,10
랑종,이정도로 저평가받을 영화가 결코 아니다 ,10
맨체스터 바이 더 씨,너무 큰 상처는 치유되지 않는다. 그저 삶은 계속되니까 그런척 하며 애쓰고 살아가는게 최선이다. 언젠간 덮어지겠지 바라고 바라며 말이다. ,9
모가디슈,"와우, 강추~~~연출도 깔끔했고,주연급들 배우 뿐만 아니라, 조연이나 엑스트라(아이들을 포함한 흑인 출연자들) 배우들의 연기도 자연스러웠다.오랜만에 재미와 깊이를 둘 다 선보인 영화… ",9
모가디슈,재밌음 재밌음 추천 추천 추천 ,10
호텔 뭄바이,몰입력대박 개존잼 추천 ,10
모가디슈,오랜만에 볼만한 역대급 최고의 한국영화! ,10
더 수어사이드 스쿼드,영화보면서 미쳤다는 말을 한 수십번 하면서 본거 같네요그냥 영화가 미쳤어요 ,8
12 솔져스,꼭 보세요..끝판왕입니다.. ,10
더 수어사이드 스쿼드,진심으로 평론가들 뇌 열어보고 싶다. 진심 사람일까 싶음. ,1
모가디슈,배우진들의 연기와 훌륭한 스토리의 전개로 때로는 긴장감있게 때로는 재밌게 짜임새 있는 영화 잘 보았습니다. ,9
모가디슈,오랜만에진짜재밌게 영화봤습니다 많은것이느껴졌습니다 ,10
아이 필 프리티,귀엽고 사랑스러운 영화. ,8
모가디슈,인성오빠보려고 봤는데 무슨내용인지 모르고 봤어요..근데..넘 내용이 감동적이고 왠지모르게 슬픈느낌이 드네요^^ 감동감동 ,10
더 수어사이드 스쿼드,영화 후반부에 랫캐쳐가 만들어낸 장면은 눈물흘린 영화 분위기가 아닌데도 괜히 감동적이고 멋지더라...그장면 하나만으로도 이영화를 볼가치가 충분하다. ,10
인생은 아름다워,재치가 뛰어났다. 코믹과 학살의 슬픔이 공존해따ㅠ ,10
아이 캔 스피크,"포스터가 그냥 억지 코믹영화인줄-0-스토리,연출,연기 다 좋네요!! 너무 잘봤습니다. ",10
모가디슈,솔직히 별 생각없이 보러 갔는데 상상 이상의 스토리를 보여줘서 놀랐다.실화에서 각색을 많이 하지 않은것도 좋았고 짜내는 감동이 없어서 좋았다. ,10
모가디슈,너모 재밌었습니다!감사해요! ,10
더 수어사이드 스쿼드,존잼화려하고 볼 거 많고 매력있음 ,10
